Initialized in 0.000016 s
Acceleration calculated in 0.000800 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.000709 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.000726 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.000802 s
Solution calculated in 0.000035 s
Acceleration calculated in 0.000809 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.000808 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.000744 s
Solution calculated in 0.000032 s
Acceleration calculated in 0.000707 s
Solution calculated in 0.000032 s
Acceleration calculated in 0.000724 s
Solution calculated in 0.000032 s
Acceleration calculated in 0.000806 s
Solution calculated in 0.000035 s
Acceleration calculated in 0.000798 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.000809 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.000733 s
Solution calculated in 0.000032 s
Acceleration calculated in 0.000709 s
Solution calculated in 0.000032 s
Acceleration calculated in 0.000735 s
Solution calculated in 0.000032 s
Acceleration calculated in 0.000797 s
Solution calculated in 0.000035 s
Acceleration calculated in 0.000816 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.000809 s
Solution calculated in 0.000041 s
Acceleration calculated in 0.000709 s
Solution calculated in 0.000032 s
Acceleration calculated in 0.000716 s
Solution calculated in 0.000032 s
Acceleration calculated in 0.000729 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.000796 s
Solution calculated in 0.000035 s
Problem solved in 0.081751 s, 0.000818 per timestep with 1000 particles
Output written in 0.003457 s
Program finished in 0.085760 s. Exiting...
21	0.085761
Initialized in 0.000016 s
Input read in 0.000331 s
Threads setup in 0.000061 s
Acceleration calculated in 0.001662 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.000722 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.000700 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.000718 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.000820 s
Solution calculated in 0.000035 s
Acceleration calculated in 0.000792 s
Solution calculated in 0.000035 s
Acceleration calculated in 0.000737 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.000703 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.000704 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.000737 s
Solution calculated in 0.000035 s
Acceleration calculated in 0.000802 s
Solution calculated in 0.000035 s
Acceleration calculated in 0.000802 s
Solution calculated in 0.000054 s
Acceleration calculated in 0.000737 s
Solution calculated in 0.000032 s
Acceleration calculated in 0.000701 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.000704 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.000748 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.000805 s
Solution calculated in 0.000036 s
Acceleration calculated in 0.000800 s
Solution calculated in 0.000035 s
Acceleration calculated in 0.000737 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.000705 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.000703 s
Solution calculated in 0.000035 s
Acceleration calculated in 0.000787 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.000793 s
Solution calculated in 0.000036 s
Acceleration calculated in 0.000786 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.000776 s
Solution calculated in 0.000032 s
Acceleration calculated in 0.000707 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.000738 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.000778 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.000797 s
Solution calculated in 0.000035 s
Acceleration calculated in 0.000787 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.000764 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.000709 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.000759 s
Solution calculated in 0.000035 s
Acceleration calculated in 0.000779 s
Solution calculated in 0.000035 s
Acceleration calculated in 0.000816 s
Solution calculated in 0.000035 s
Acceleration calculated in 0.000782 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.000744 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.000723 s
Solution calculated in 0.000035 s
Acceleration calculated in 0.000780 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.000807 s
Solution calculated in 0.000036 s
Acceleration calculated in 0.000784 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.000784 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.000722 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.000731 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.000778 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.000798 s
Solution calculated in 0.000035 s
Acceleration calculated in 0.000798 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.000780 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.000732 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.000773 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.000780 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.000815 s
Solution calculated in 0.000035 s
Acceleration calculated in 0.000776 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.000783 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.000742 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.000782 s
Solution calculated in 0.000035 s
Acceleration calculated in 0.000791 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.000746 s
Solution calculated in 0.000035 s
Acceleration calculated in 0.000776 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.000798 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.000774 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.000793 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.000781 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.000734 s
Solution calculated in 0.000035 s
Acceleration calculated in 0.000777 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.000784 s
Solution calculated in 0.000055 s
Acceleration calculated in 0.000791 s
Solution calculated in 0.000035 s
Acceleration calculated in 0.000780 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.000726 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.000740 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.000782 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.000805 s
Solution calculated in 0.000032 s
Acceleration calculated in 0.000779 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.000799 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.000706 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.000746 s
Solution calculated in 0.000035 s
Acceleration calculated in 0.000815 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.000783 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.000779 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.000747 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.000705 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.000774 s
Solution calculated in 0.000035 s
Acceleration calculated in 0.000793 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.000783 s
Solution calculated in 0.000035 s
Acceleration calculated in 0.000784 s
Solution calculated in 0.000039 s
Acceleration calculated in 0.000714 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.000713 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.000771 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.000790 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.000784 s
Solution calculated in 0.000035 s
Acceleration calculated in 0.000788 s
Solution calculated in 0.000035 s
Acceleration calculated in 0.000709 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.000702 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.000746 s
Solution calculated in 0.000054 s
Acceleration calculated in 0.000790 s
Solution calculated in 0.000035 s
Acceleration calculated in 0.000788 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.000754 s
Solution calculated in 0.000035 s
Acceleration calculated in 0.000702 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.000704 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.000736 s
Solution calculated in 0.000035 s
Problem solved in 0.080747 s, 0.000807 per timestep with 1000 particles
Output written in 0.003606 s
Program finished in 0.084809 s. Exiting...
22	0.084811
Initialized in 0.000016 s
Input read in 0.000325 s
Threads setup in 0.000065 s
Acceleration calculated in 0.001755 s
Solution calculated in 0.000032 s
Acceleration calculated in 0.000691 s
Solution calculated in 0.000032 s
Acceleration calculated in 0.000689 s
Solution calculated in 0.000055 s
Acceleration calculated in 0.000773 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.000792 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.000772 s
Solution calculated in 0.000055 s
Acceleration calculated in 0.000694 s
Solution calculated in 0.000032 s
Acceleration calculated in 0.000687 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.000736 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.000778 s
Solution calculated in 0.000043 s
Acceleration calculated in 0.000775 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.000773 s
Solution calculated in 0.000032 s
Acceleration calculated in 0.000690 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.000691 s
Solution calculated in 0.000055 s
Acceleration calculated in 0.000784 s
Solution calculated in 0.000035 s
Acceleration calculated in 0.000786 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.000779 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.000728 s
Solution calculated in 0.000032 s
Acceleration calculated in 0.000687 s
Solution calculated in 0.000032 s
Acceleration calculated in 0.000717 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.000787 s
Solution calculated in 0.000035 s
Acceleration calculated in 0.000774 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.000774 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.000714 s
Solution calculated in 0.000032 s
Acceleration calculated in 0.000689 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.000760 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.000778 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.000798 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.000772 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.000715 s
Solution calculated in 0.000032 s
Acceleration calculated in 0.000717 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.000761 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.000782 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.000782 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.000785 s
Solution calculated in 0.000032 s
Acceleration calculated in 0.000704 s
Solution calculated in 0.000032 s
Acceleration calculated in 0.000752 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.000765 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.000828 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.000773 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.000734 s
Solution calculated in 0.000032 s
Acceleration calculated in 0.000703 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.000766 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.000789 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.000771 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.000778 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.000709 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.000755 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.000762 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.000792 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.000774 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.000790 s
Solution calculated in 0.000032 s
Acceleration calculated in 0.000724 s
Solution calculated in 0.000032 s
Acceleration calculated in 0.000765 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.000763 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.000777 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.000771 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.000780 s
Solution calculated in 0.000032 s
Acceleration calculated in 0.000766 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.000765 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.000786 s
